type,dataset_a,image_a,class_a,dataset_b,image_b,class_b,similarity_metric,is_cross_dataset
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_227,Tungro,Sethy,TUNGRO4_231,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_228,Tungro,Sethy,TUNGRO4_229,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_228,Tungro,Sethy,TUNGRO4_230,Tungro,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_228,Tungro,Sethy,TUNGRO4_231,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_229,Tungro,Sethy,TUNGRO4_230,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_230,Tungro,Sethy,TUNGRO4_231,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_232,Tungro,Sethy,TUNGRO4_233,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_232,Tungro,Sethy,TUNGRO4_234,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_232,Tungro,Sethy,TUNGRO4_235,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_232,Tungro,Sethy,TUNGRO5_143,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_233,Tungro,Sethy,TUNGRO4_234,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_233,Tungro,Sethy,TUNGRO4_235,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_234,Tungro,Sethy,TUNGRO5_143,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_236,Tungro,Sethy,TUNGRO4_237,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_236,Tungro,Sethy,TUNGRO4_238,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_236,Tungro,Sethy,TUNGRO4_239,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_236,Tungro,Sethy,TUNGRO4_240,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_237,Tungro,Sethy,TUNGRO4_238,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_237,Tungro,Sethy,TUNGRO4_239,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_237,Tungro,Sethy,TUNGRO4_240,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_238,Tungro,Sethy,TUNGRO4_239,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_238,Tungro,Sethy,TUNGRO4_240,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_239,Tungro,Sethy,TUNGRO4_240,Tungro,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_241,Tungro,Sethy,TUNGRO4_242,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_241,Tungro,Sethy,TUNGRO4_243,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_241,Tungro,Sethy,TUNGRO4_246,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_242,Tungro,Sethy,TUNGRO4_243,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_242,Tungro,Sethy,TUNGRO4_245,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_242,Tungro,Sethy,TUNGRO4_246,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_242,Tungro,Sethy,TUNGRO4_247,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_243,Tungro,Sethy,TUNGRO4_244,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_243,Tungro,Sethy,TUNGRO4_245,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_243,Tungro,Sethy,TUNGRO4_246,Tungro,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_243,Tungro,Sethy,TUNGRO4_247,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_243,Tungro,Sethy,TUNGRO4_248,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_244,Tungro,Sethy,TUNGRO4_245,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_244,Tungro,Sethy,TUNGRO4_246,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_244,Tungro,Sethy,TUNGRO4_247,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_244,Tungro,Sethy,TUNGRO4_248,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_245,Tungro,Sethy,TUNGRO4_246,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_245,Tungro,Sethy,TUNGRO4_247,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_245,Tungro,Sethy,TUNGRO4_248,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_245,Tungro,Sethy,TUNGRO4_249,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_246,Tungro,Sethy,TUNGRO4_247,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_246,Tungro,Sethy,TUNGRO4_248,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_247,Tungro,Sethy,TUNGRO4_248,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_247,Tungro,Sethy,TUNGRO4_249,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_248,Tungro,Sethy,TUNGRO4_249,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_251,Tungro,Sethy,TUNGRO4_252,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_251,Tungro,Sethy,TUNGRO4_253,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_251,Tungro,Sethy,TUNGRO4_254,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_251,Tungro,Sethy,TUNGRO4_255,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_251,Tungro,Sethy,TUNGRO4_256,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_252,Tungro,Sethy,TUNGRO4_253,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_252,Tungro,Sethy,TUNGRO4_254,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_252,Tungro,Sethy,TUNGRO4_255,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_252,Tungro,Sethy,TUNGRO4_256,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_253,Tungro,Sethy,TUNGRO4_254,Tungro,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_253,Tungro,Sethy,TUNGRO4_255,Tungro,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_253,Tungro,Sethy,TUNGRO4_256,Tungro,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_254,Tungro,Sethy,TUNGRO4_255,Tungro,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_254,Tungro,Sethy,TUNGRO4_256,Tungro,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_255,Tungro,Sethy,TUNGRO4_256,Tungro,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_257,Tungro,Sethy,TUNGRO4_258,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_257,Tungro,Sethy,TUNGRO4_259,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_257,Tungro,Sethy,TUNGRO4_260,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_257,Tungro,Sethy,TUNGRO4_261,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_257,Tungro,Sethy,TUNGRO4_262,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_257,Tungro,Sethy,TUNGRO4_265,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_257,Tungro,Sethy,TUNGRO4_268,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_257,Tungro,Sethy,TUNGRO4_269,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_258,Tungro,Sethy,TUNGRO4_259,Tungro,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_258,Tungro,Sethy,TUNGRO4_260,Tungro,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_258,Tungro,Sethy,TUNGRO4_261,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_258,Tungro,Sethy,TUNGRO4_262,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_258,Tungro,Sethy,TUNGRO4_263,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_258,Tungro,Sethy,TUNGRO4_264,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_258,Tungro,Sethy,TUNGRO4_265,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_258,Tungro,Sethy,TUNGRO4_266,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_258,Tungro,Sethy,TUNGRO4_267,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_258,Tungro,Sethy,TUNGRO4_268,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_258,Tungro,Sethy,TUNGRO4_269,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_259,Tungro,Sethy,TUNGRO4_260,Tungro,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_259,Tungro,Sethy,TUNGRO4_261,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_259,Tungro,Sethy,TUNGRO4_262,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_259,Tungro,Sethy,TUNGRO4_263,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_259,Tungro,Sethy,TUNGRO4_264,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_259,Tungro,Sethy,TUNGRO4_265,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_259,Tungro,Sethy,TUNGRO4_266,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_259,Tungro,Sethy,TUNGRO4_267,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_259,Tungro,Sethy,TUNGRO4_268,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_259,Tungro,Sethy,TUNGRO4_269,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_260,Tungro,Sethy,TUNGRO4_261,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_260,Tungro,Sethy,TUNGRO4_262,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_260,Tungro,Sethy,TUNGRO4_263,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_260,Tungro,Sethy,TUNGRO4_264,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_260,Tungro,Sethy,TUNGRO4_265,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_260,Tungro,Sethy,TUNGRO4_266,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_260,Tungro,Sethy,TUNGRO4_267,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_260,Tungro,Sethy,TUNGRO4_268,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_260,Tungro,Sethy,TUNGRO4_269,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_261,Tungro,Sethy,TUNGRO4_262,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_261,Tungro,Sethy,TUNGRO4_263,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_261,Tungro,Sethy,TUNGRO4_264,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_261,Tungro,Sethy,TUNGRO4_265,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_261,Tungro,Sethy,TUNGRO4_266,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_261,Tungro,Sethy,TUNGRO4_267,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_261,Tungro,Sethy,TUNGRO4_268,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_261,Tungro,Sethy,TUNGRO4_269,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_262,Tungro,Sethy,TUNGRO4_263,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_262,Tungro,Sethy,TUNGRO4_264,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_262,Tungro,Sethy,TUNGRO4_265,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_262,Tungro,Sethy,TUNGRO4_266,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_262,Tungro,Sethy,TUNGRO4_267,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_262,Tungro,Sethy,TUNGRO4_268,Tungro,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_262,Tungro,Sethy,TUNGRO4_269,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_263,Tungro,Sethy,TUNGRO4_264,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_263,Tungro,Sethy,TUNGRO4_265,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_263,Tungro,Sethy,TUNGRO4_266,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_263,Tungro,Sethy,TUNGRO4_267,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_263,Tungro,Sethy,TUNGRO4_268,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_263,Tungro,Sethy,TUNGRO4_269,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_264,Tungro,Sethy,TUNGRO4_265,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_264,Tungro,Sethy,TUNGRO4_266,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_264,Tungro,Sethy,TUNGRO4_267,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_264,Tungro,Sethy,TUNGRO4_268,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_264,Tungro,Sethy,TUNGRO4_269,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_265,Tungro,Sethy,TUNGRO4_266,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_265,Tungro,Sethy,TUNGRO4_267,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_265,Tungro,Sethy,TUNGRO4_268,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_265,Tungro,Sethy,TUNGRO4_269,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_266,Tungro,Sethy,TUNGRO4_267,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_266,Tungro,Sethy,TUNGRO4_268,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_267,Tungro,Sethy,TUNGRO4_268,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_267,Tungro,Sethy,TUNGRO4_269,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_268,Tungro,Sethy,TUNGRO4_269,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_271,Tungro,Sethy,TUNGRO4_272,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_271,Tungro,Sethy,TUNGRO4_273,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_271,Tungro,Sethy,TUNGRO4_274,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_271,Tungro,Sethy,TUNGRO4_275,Tungro,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_271,Tungro,Sethy,TUNGRO4_276,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_271,Tungro,Sethy,TUNGRO4_277,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_272,Tungro,Sethy,TUNGRO4_273,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_272,Tungro,Sethy,TUNGRO4_274,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_272,Tungro,Sethy,TUNGRO4_275,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_272,Tungro,Sethy,TUNGRO4_276,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_272,Tungro,Sethy,TUNGRO4_277,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_273,Tungro,Sethy,TUNGRO4_274,Tungro,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_273,Tungro,Sethy,TUNGRO4_275,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_273,Tungro,Sethy,TUNGRO4_276,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_273,Tungro,Sethy,TUNGRO4_277,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_274,Tungro,Sethy,TUNGRO4_275,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_274,Tungro,Sethy,TUNGRO4_276,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_274,Tungro,Sethy,TUNGRO4_277,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_275,Tungro,Sethy,TUNGRO4_276,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_275,Tungro,Sethy,TUNGRO4_277,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO4_276,Tungro,Sethy,TUNGRO4_277,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_100,Tungro,Sethy,TUNGRO5_99,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_103,Tungro,Sethy,TUNGRO5_104,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_105,Tungro,Sethy,TUNGRO5_106,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_107,Tungro,Sethy,TUNGRO5_108,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_115,Tungro,Sethy,TUNGRO5_116,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_117,Tungro,Sethy,TUNGRO5_118,Tungro,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_125,Tungro,Sethy,TUNGRO5_126,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_127,Tungro,Sethy,TUNGRO5_128,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_133,Tungro,Sethy,TUNGRO5_134,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_135,Tungro,Sethy,TUNGRO5_136,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_137,Tungro,Sethy,TUNGRO5_138,Tungro,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_139,Tungro,Sethy,TUNGRO5_140,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_145,Tungro,Sethy,TUNGRO5_146,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_153,Tungro,Sethy,TUNGRO5_154,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_157,Tungro,Sethy,TUNGRO5_158,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_159,Tungro,Sethy,TUNGRO5_160,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_169,Tungro,Sethy,TUNGRO5_170,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_171,Tungro,Sethy,TUNGRO5_172,Tungro,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_173,Tungro,Sethy,TUNGRO5_174,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_175,Tungro,Sethy,TUNGRO5_176,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_177,Tungro,Sethy,TUNGRO5_178,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_179,Tungro,Sethy,TUNGRO5_180,Tungro,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_181,Tungro,Sethy,TUNGRO5_182,Tungro,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_183,Tungro,Sethy,TUNGRO5_184,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_185,Tungro,Sethy,TUNGRO5_186,Tungro,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_187,Tungro,Sethy,TUNGRO5_188,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_189,Tungro,Sethy,TUNGRO5_190,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_19,Tungro,Sethy,TUNGRO5_20,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_191,Tungro,Sethy,TUNGRO5_192,Tungro,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_195,Tungro,Sethy,TUNGRO5_196,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_197,Tungro,Sethy,TUNGRO5_198,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_197,Tungro,Sethy,TUNGRO5_199,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_197,Tungro,Sethy,TUNGRO5_200,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_198,Tungro,Sethy,TUNGRO5_199,Tungro,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_198,Tungro,Sethy,TUNGRO5_200,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_199,Tungro,Sethy,TUNGRO5_200,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_21,Tungro,Sethy,TUNGRO5_22,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_23,Tungro,Sethy,TUNGRO5_24,Tungro,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_27,Tungro,Sethy,TUNGRO5_28,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_29,Tungro,Sethy,TUNGRO5_30,Tungro,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_31,Tungro,Sethy,TUNGRO5_32,Tungro,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,TUNGRO5_33,Tungro,Sethy,TUNGRO5_34,Tungro,hamming_dist_4,False
